Auction Date,Property Address,Final Judgment,Assessed Value,Plaintiff Max Bid,Case #,Parcel ID,Case Link,Parcel Link
07/15/2026 11:00 AM ET,"329 MARION OAKS BLVD UNIT E1 OCALA, FL- 34473","$204,890.58","$192,940.00",Hidden,422025CA002454CAAXMX,3315600,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CA002454CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/3315600
07/16/2026 11:00 AM ET,"20190 SW 77TH ST DUNNELLON, FL- 34431","$184,542.74","$171,055.00","$184,542.74",422025CA000457CAAXMX,353710,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CA000457CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/353710
07/16/2026 11:00 AM ET,"11384 SW 58TH CIR OCALA, FL- 34473","$382,631.83","$267,205.00",Hidden,422025CA002420CAAXMX,841013,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CA002420CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/841013
07/16/2026 11:00 AM ET,"13295 SE 101ST TER BELLEVIEW, FL- 34420","$52,392.36","$57,225.00",Hidden,422025CC001645CCAXMX,1973350,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CC001645CCAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/1973350
07/20/2026 11:00 AM ET,"14470 SE 91ST TER SUMMERFIELD, FL- 34491","$164,134.35","$125,014.00","$164,134.35",422021CA000414CAAXXX,1121141,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422021CA000414CAAXXX&bypassPage=1,https://pcpao.gov/Parcel-Details/1121141
07/20/2026 11:00 AM ET,"16667 SE 96TH CT SUMMERFIELD, FL- 34491","$718,587.84","$109,235.00","$208,514.80",422024CA002330CAAXMX,Property,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422024CA002330CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/Property
07/20/2026 11:00 AM ET,"4551 SW 103RD PL OCALA, FL- 34476","$266,721.33","$289,040.00","$266,721.33",422025CA001771CAAXMX,897027,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CA001771CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/897027
07/21/2026 11:00 AM ET,"14000 NE 150TH AVE FORT MCCOY, FL- 32134","$205,911.12","$92,108.00","$205,911.12",422024CA001058CAAXMX,197556,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422024CA001058CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/197556
07/21/2026 11:00 AM ET,"2724 NE 26TH ST OCALA, FL- 34470","$365,814.65","$141,517.00","$275,000.00",422025CA000014CAAXMX,3251172,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CA000014CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/3251172
07/21/2026 11:00 AM ET,"22615 NE 108TH AVENUE RD FORT MCCOY, FL- 32134","$198,068.66","$98,935.00","$198,068.66",422025CA002092CAAXMX,62545,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CA002092CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/62545
07/22/2026 11:00 AM ET,"8732 SE 122ND PL BELLEVIEW, FL- 34420","$76,680.17","$121,970.00","$76,680.17",422025CA000519CAAXMX,960888,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CA000519CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/960888
07/22/2026 11:00 AM ET,"8990 SE 88TH ST OCALA, FL- 34472","$45,562.07","$63,455.00","$45,562.07",422025CA000890CAAXMX,1510384,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CA000890CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/1510384
07/22/2026 11:00 AM ET,"9181 SW 49TH CT OCALA, FL- 34476","$453,758.18","$372,008.00","$453,758.18",422025CA001960CAAXMX,3969839,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CA001960CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/3969839
07/22/2026 11:00 AM ET,"40 PINE TRCE OCALA, FL- 34472","$289,870.30","$206,057.00","$289,870.30",422026CA000378CAAXMX,1364248,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422026CA000378CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/1364248
07/23/2026 11:00 AM ET,"3626 SE 15TH ST OCALA, FL- 34471","$173,399.98","$265,587.00","$173,399.98",422024CA001568CAAXMX,686751,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422024CA001568CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/686751
07/23/2026 11:00 AM ET,"2940 NE 135TH ST ANTHONY, FL- 32617","$210,411.65","$125,901.00",Hidden,422025CA000376CAAXMX,2321229,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CA000376CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/2321229
07/27/2026 11:00 AM ET,"5491, 5495, 5497 & 5499 SE 145 SUMMERFIELD, FL- 34491","$347,040.34","$381,057.00","$347,040.34",422022CA002638CAAXXX,2257024,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422022CA002638CAAXXX&bypassPage=1,https://pcpao.gov/Parcel-Details/2257024
07/27/2026 11:00 AM ET,"5980 SW 169TH CT OCALA, FL- 34481","$401,026.01","$186,067.00","$401,026.01",422024CA001510CAAXMX,525481,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422024CA001510CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/525481
07/27/2026 11:00 AM ET,"10102 SW 188TH CIR DUNNELLON, FL- 34432","$238,918.43","$200,429.00","$238,918.43",422025CA002620CAAXMX,786144,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CA002620CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/786144
07/27/2026 11:00 AM ET,"9068 SW 108TH PL OCALA, FL- 34481","$70,331.01","$67,031.00","$70,331.01",422025CA002805CAAXMX,1976618,https://marion.realforeclose.com//index.cfm?zaction=auction&zmethod=details&AID=422025CA002805CAAXMX&bypassPage=1,https://pcpao.gov/Parcel-Details/1976618
